                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.79583,                 1.7607,                0.76928,                 1.1197,                0.96261,                0.90469,                0.93942,                0.87157,                0.95819,                0.88678,                0.92816,                 0.8161,                0.39586,                0.68354,                0.32396,                 0.8775,               0.006502,               0.006502,               0.006502
                    109,                0.79562,                 1.7632,                0.76656,                 1.1196,                0.96343,                0.90429,                0.93949,                0.87181,                0.95862,                0.88717,                0.92821,                0.81598,                0.39532,                0.68285,                0.32342,                0.87683,               0.006469,               0.006469,               0.006469
                    110,                0.79882,                 1.7666,                0.77227,                   1.12,                0.96421,                0.90385,                0.93956,                0.87182,                0.95887,                0.88719,                0.92839,                0.81586,                0.39493,                0.68276,                0.32292,                0.87616,               0.006436,               0.006436,               0.006436
                    111,                0.79851,                 1.7613,                0.76846,                 1.1192,                0.96407,                0.90427,                0.93962,                0.87222,                0.95934,                0.88742,                0.92828,                 0.8161,                0.39433,                0.68258,                0.32225,                0.87541,               0.006403,               0.006403,               0.006403
                    112,                0.79632,                 1.7581,                0.76773,                 1.1165,                0.96432,                0.90434,                0.93977,                0.87226,                0.95911,                0.88716,                0.92816,                0.81569,                0.39397,                0.68189,                0.32164,                0.87495,                0.00637,                0.00637,                0.00637
                    113,                0.79348,                  1.754,                0.76498,                 1.1152,                0.96484,                0.90421,                0.93998,                0.87267,                0.95903,                0.88829,                0.92816,                0.81617,                0.39311,                0.68126,                0.32051,                0.87412,               0.006337,               0.006337,               0.006337
                    114,                0.79541,                 1.7571,                 0.7677,                 1.1174,                0.96505,                0.90416,                0.94011,                0.87282,                0.95858,                0.88779,                0.92787,                0.81549,                0.39256,                0.68092,                0.31996,                0.87342,               0.006304,               0.006304,               0.006304
                    115,                0.79432,                 1.7616,                0.76637,                 1.1172,                 0.9645,                0.90483,                0.93987,                0.87288,                 0.9591,                0.88703,                0.92811,                0.81537,                0.39189,                0.68057,                0.31907,                0.87272,               0.006271,               0.006271,               0.006271
                    116,                 0.7943,                 1.7474,                0.76245,                 1.1171,                0.96465,                0.90465,                0.93993,                0.87338,                0.95846,                0.88775,                0.92842,                0.81532,                 0.3915,                0.68003,                0.31877,                0.87215,               0.006238,               0.006238,               0.006238
                    117,                0.79589,                 1.7568,                 0.7649,                 1.1166,                0.96536,                0.90442,                0.94012,                0.87308,                0.95911,                 0.8877,                0.92831,                0.81566,                0.39101,                 0.6795,                0.31817,                0.87157,               0.006205,               0.006205,               0.006205
                    118,                0.79522,                 1.7569,                0.76563,                 1.1182,                0.96553,                0.90409,                0.94043,                0.87338,                0.95919,                0.88743,                0.92832,                0.81507,                0.39071,                0.68002,                0.31769,                0.87107,               0.006172,               0.006172,               0.006172
                    119,                0.79455,                 1.7543,                0.76513,                  1.116,                 0.9648,                 0.9041,                0.94019,                0.87404,                0.95934,                0.88697,                0.92835,                0.81488,                0.39017,                0.67904,                0.31677,                 0.8705,               0.006139,               0.006139,               0.006139
                    120,                0.79183,                 1.7505,                0.76224,                 1.1141,                  0.965,                0.90418,                0.94048,                0.87403,                0.95991,                0.88708,                0.92856,                0.81487,                0.38945,                 0.6784,                0.31619,                 0.8697,               0.006106,               0.006106,               0.006106
                    121,                0.79037,                 1.7443,                0.75767,                 1.1134,                 0.9657,                0.90386,                0.94029,                 0.8742,                0.95976,                0.88794,                0.92892,                 0.8157,                0.38916,                0.67842,                0.31583,                0.86931,               0.006073,               0.006073,               0.006073
                    122,                0.79339,                 1.7607,                0.76313,                 1.1125,                0.96565,                0.90419,                 0.9404,                0.87431,                0.95969,                0.88712,                0.92876,                 0.8156,                0.38863,                0.67804,                0.31518,                 0.8686,                0.00604,                0.00604,                0.00604
                    123,                0.79282,                 1.7522,                0.76035,                 1.1116,                0.96547,                0.90408,                 0.9402,                 0.8744,                0.96204,                0.88546,                0.92871,                0.81574,                0.38847,                0.67795,                0.31469,                0.86799,               0.006007,               0.006007,               0.006007
                    124,                0.79055,                 1.7494,                  0.759,                 1.1099,                0.96566,                0.90415,                0.94005,                 0.8743,                0.96252,                0.88511,                0.92881,                0.81587,                0.38825,                0.67775,                0.31452,                0.86732,               0.005974,               0.005974,               0.005974
                    125,                0.78765,                 1.7482,                0.75317,                 1.1083,                0.96488,                0.90471,                0.94062,                0.87464,                0.95991,                0.88761,                0.92878,                0.81563,                 0.3873,                0.67752,                0.31369,                 0.8666,               0.005941,               0.005941,               0.005941
                    126,                0.78833,                 1.7428,                 0.7562,                 1.1087,                 0.9647,                0.90491,                0.94085,                0.87471,                0.96007,                0.88735,                 0.9287,                0.81576,                0.38703,                0.67729,                0.31298,                0.86612,               0.005908,               0.005908,               0.005908
                    127,                0.79227,                 1.7488,                0.75822,                  1.111,                0.96464,                0.90458,                0.94065,                0.87497,                0.96292,                0.88492,                0.92895,                0.81569,                0.38658,                0.67671,                0.31241,                0.86561,               0.005875,               0.005875,               0.005875
                    128,                   0.79,                 1.7443,                0.75684,                 1.1116,                0.96477,                 0.9047,                0.94102,                0.87536,                0.96302,                0.88562,                0.92905,                0.81637,                0.38616,                0.67671,                0.31175,                0.86521,               0.005842,               0.005842,               0.005842
                    129,                0.78899,                 1.7378,                0.75279,                 1.1106,                0.96506,                0.90438,                0.94114,                0.87577,                0.96357,                  0.885,                0.92907,                 0.8163,                0.38582,                0.67649,                0.31121,                 0.8647,               0.005809,               0.005809,               0.005809
                    130,                0.78597,                 1.7386,                0.75395,                 1.1093,                0.96472,                0.90511,                 0.9413,                 0.8759,                0.96455,                0.88499,                0.92907,                0.81665,                0.38539,                0.67609,                 0.3108,                0.86415,               0.005776,               0.005776,               0.005776
                    131,                0.79158,                 1.7463,                0.75497,                 1.1116,                0.96441,                0.90525,                0.94108,                0.87599,                0.96416,                0.88581,                0.92904,                0.81657,                0.38523,                0.67577,                0.31012,                0.86361,               0.005743,               0.005743,               0.005743
                    132,                0.79042,                 1.7577,                0.75543,                 1.1102,                0.96362,                0.90608,                0.94118,                0.87645,                0.96459,                0.88558,                0.92951,                 0.8164,                0.38462,                0.67557,                0.30981,                0.86307,                0.00571,                0.00571,                0.00571
                    133,                0.78967,                 1.7447,                0.75071,                 1.1081,                0.96411,                0.90572,                0.94122,                0.87662,                0.96434,                0.88561,                 0.9294,                0.81611,                0.38411,                0.67526,                0.30931,                0.86255,               0.005677,               0.005677,               0.005677
                    134,                0.78792,                 1.7385,                0.75203,                 1.1101,                0.96393,                0.90597,                0.94123,                0.87672,                0.96505,                0.88601,                0.92996,                0.81672,                0.38401,                 0.6753,                0.30905,                0.86209,               0.005644,               0.005644,               0.005644
                    135,                0.78649,                 1.7396,                0.75074,                 1.1075,                0.96424,                0.90626,                0.94128,                0.87675,                0.96358,                0.88664,                0.92976,                0.81623,                0.38382,                0.67424,                 0.3087,                0.86171,               0.005611,               0.005611,               0.005611
                    136,                0.78684,                 1.7354,                0.74768,                 1.1045,                0.96454,                0.90589,                0.94125,                0.87664,                0.96177,                 0.8879,                0.92997,                0.81629,                0.38352,                0.67388,                0.30822,                0.86115,               0.005578,               0.005578,               0.005578
                    137,                0.78782,                 1.7364,                0.75116,                 1.1066,                0.96505,                0.90601,                0.94122,                 0.8768,                0.96189,                0.88756,                0.92993,                0.81637,                0.38322,                0.67338,                0.30738,                0.86065,               0.005545,               0.005545,               0.005545
                    138,                0.78449,                 1.7325,                0.74738,                 1.1021,                0.96603,                0.90507,                0.94115,                0.87679,                0.96213,                0.88761,                0.93007,                0.81639,                0.38264,                0.67351,                0.30694,                0.86012,               0.005512,               0.005512,               0.005512
                    139,                0.78662,                 1.7411,                0.74776,                 1.1064,                 0.9662,                0.90444,                0.94123,                0.87684,                0.96426,                0.88605,                0.93005,                0.81608,                0.38215,                0.67333,                0.30623,                0.85964,               0.005479,               0.005479,               0.005479
                    140,                0.78344,                 1.7281,                0.74726,                  1.104,                0.96713,                0.90366,                0.94137,                0.87725,                0.96519,                0.88613,                0.93038,                0.81614,                0.38156,                0.67269,                0.30575,                0.85917,               0.005446,               0.005446,               0.005446
                    141,                0.78465,                 1.7359,                0.74885,                 1.1023,                0.96719,                0.90363,                0.94142,                0.87732,                0.96461,                0.88601,                0.93015,                0.81598,                0.38119,                0.67265,                0.30526,                0.85862,               0.005413,               0.005413,               0.005413
                    142,                0.78366,                 1.7313,                0.74486,                 1.1033,                0.96734,                0.90352,                0.94147,                0.87735,                0.96438,                0.88669,                 0.9301,                0.81588,                 0.3809,                0.67282,                0.30467,                0.85811,                0.00538,                0.00538,                0.00538
                    143,                0.78532,                 1.7361,                 0.7473,                 1.1025,                0.96782,                 0.9032,                0.94199,                0.87756,                0.96415,                0.88715,                0.93032,                  0.816,                0.38066,                0.67252,                0.30456,                0.85777,               0.005347,               0.005347,               0.005347
                    144,                0.78554,                 1.7358,                0.74573,                 1.1035,                0.96783,                0.90339,                0.94205,                0.87772,                 0.9641,                0.88725,                0.93026,                0.81568,                0.38035,                 0.6721,                0.30382,                0.85741,               0.005314,               0.005314,               0.005314
                    145,                0.78108,                 1.7176,                0.74101,                 1.0986,                0.96822,                 0.9035,                0.94227,                 0.8777,                0.96367,                0.88796,                0.93047,                0.81569,                0.38023,                0.67166,                0.30359,                0.85699,               0.005281,               0.005281,               0.005281
                    146,                0.78424,                 1.7366,                0.74574,                 1.1028,                0.96899,                0.90283,                0.94228,                0.87782,                0.96409,                0.88748,                0.93027,                0.81503,                0.38001,                0.67113,                0.30328,                0.85666,               0.005248,               0.005248,               0.005248
                    147,                0.78533,                 1.7323,                0.74337,                 1.1023,                 0.9698,                0.90259,                0.94233,                0.87798,                0.96213,                0.88917,                0.93064,                0.81563,                0.37988,                0.67026,                0.30307,                0.85637,               0.005215,               0.005215,               0.005215
                    148,                0.78173,                 1.7254,                0.73778,                 1.1012,                0.97015,                0.90258,                0.94227,                0.87789,                0.96405,                0.88771,                0.93067,                 0.8154,                 0.3798,                0.66962,                0.30283,                0.85606,               0.005182,               0.005182,               0.005182
                    149,                0.78114,                  1.725,                0.74146,                 1.0992,                0.96895,                0.90349,                0.94225,                0.87805,                0.96434,                0.88777,                0.93084,                0.81563,                0.37963,                0.66926,                0.30262,                 0.8557,               0.005149,               0.005149,               0.005149
                    150,                0.78255,                 1.7152,                0.73933,                 1.0995,                0.96865,                0.90349,                0.94228,                0.87787,                0.96429,                 0.8881,                0.93094,                 0.8154,                0.37956,                 0.6686,                0.30202,                 0.8553,               0.005116,               0.005116,               0.005116
                    151,                0.77989,                 1.7197,                0.73847,                 1.0989,                0.97014,                0.90218,                0.94248,                0.87785,                0.96383,                0.88833,                0.93088,                0.81539,                0.37967,                0.66824,                0.30229,                0.85508,               0.005083,               0.005083,               0.005083
                    152,                0.78079,                 1.7289,                0.74041,                 1.0981,                0.97089,                0.90189,                0.94247,                0.87785,                0.96362,                0.88845,                0.93099,                0.81469,                0.37919,                0.66888,                0.30163,                0.85471,                0.00505,                0.00505,                0.00505
                    153,                0.78012,                 1.7223,                0.73814,                 1.0996,                0.97085,                0.90246,                0.94245,                0.87772,                0.96321,                0.88857,                0.93064,                0.81479,                0.37882,                0.66843,                 0.3011,                0.85449,               0.005017,               0.005017,               0.005017
                    154,                0.78093,                 1.7214,                  0.737,                 1.0978,                0.96984,                0.90266,                0.94256,                0.87796,                 0.9636,                0.88825,                0.93057,                0.81449,                0.37854,                0.66726,                0.30063,                0.85405,               0.004984,               0.004984,               0.004984
                    155,                0.77935,                 1.7214,                0.73783,                 1.0974,                 0.9705,                0.90235,                0.94261,                0.87807,                0.96356,                0.88869,                  0.931,                0.81491,                 0.3783,                 0.6669,                0.30055,                0.85379,               0.004951,               0.004951,               0.004951
                    156,                0.77885,                 1.7245,                0.73483,                 1.0963,                0.96945,                0.90333,                0.94267,                0.87836,                0.96266,                0.88946,                 0.9309,                0.81492,                0.37801,                0.66679,                0.29983,                0.85356,               0.004918,               0.004918,               0.004918
                    157,                0.77895,                 1.7202,                0.73371,                 1.0981,                 0.9693,                0.90356,                0.94271,                0.87817,                0.96296,                 0.8894,                0.93109,                0.81519,                0.37798,                0.66621,                0.29948,                0.85345,               0.004885,               0.004885,               0.004885
                    158,                0.77841,                 1.7151,                0.73536,                 1.0964,                0.96885,                0.90454,                0.94266,                0.87808,                0.96216,                0.89029,                0.93126,                0.81521,                0.37798,                0.66593,                0.29914,                0.85317,               0.004852,               0.004852,               0.004852
                    159,                0.77547,                   1.72,                0.73127,                 1.0972,                0.96918,                 0.9047,                0.94272,                 0.8781,                0.96318,                0.88909,                0.93117,                0.81544,                0.37806,                0.66557,                0.29906,                0.85307,               0.004819,               0.004819,               0.004819
                    160,                0.77713,                 1.7174,                0.73222,                 1.0958,                 0.9698,                0.90432,                0.94286,                0.87827,                0.96287,                0.88922,                0.93091,                0.81544,                0.37788,                0.66551,                0.29855,                 0.8529,               0.004786,               0.004786,               0.004786
                    161,                0.77667,                 1.7107,                0.73031,                 1.0964,                0.96997,                0.90374,                0.94286,                0.87842,                0.96338,                0.88919,                0.93079,                0.81558,                0.37772,                 0.6647,                0.29839,                0.85268,               0.004753,               0.004753,               0.004753
                    162,                0.77778,                 1.7169,                0.73222,                 1.0959,                0.97051,                0.90352,                0.94272,                0.87844,                0.96345,                0.88947,                0.93099,                0.81564,                0.37743,                0.66415,                0.29815,                0.85236,                0.00472,                0.00472,                0.00472
                    163,                0.77448,                 1.7121,                0.73035,                 1.0948,                0.97001,                0.90386,                 0.9427,                0.87854,                0.96366,                0.88975,                0.93107,                  0.816,                0.37726,                 0.6637,                0.29804,                0.85219,               0.004687,               0.004687,               0.004687
                    164,                0.77471,                 1.7095,                0.72758,                 1.0932,                0.97008,                0.90428,                0.94268,                0.87874,                0.96334,                0.88947,                0.93067,                0.81593,                 0.3771,                0.66396,                0.29799,                0.85189,               0.004654,               0.004654,               0.004654
                    165,                 0.7739,                 1.7078,                 0.7284,                 1.0927,                0.96951,                0.90536,                0.94273,                0.87883,                0.96195,                0.89127,                0.93102,                0.81582,                0.37696,                0.66394,                0.29768,                0.85165,               0.004621,               0.004621,               0.004621
                    166,                0.77261,                 1.7057,                0.72643,                 1.0941,                0.97024,                0.90492,                  0.943,                0.87895,                0.96261,                0.89136,                0.93125,                0.81573,                 0.3766,                0.66417,                0.29751,                0.85148,               0.004588,               0.004588,               0.004588
                    167,                0.77742,                 1.7151,                0.73052,                 1.0943,                0.96962,                 0.9058,                 0.9429,                0.87904,                0.96221,                0.89178,                0.93109,                0.81555,                0.37644,                0.66322,                0.29728,                 0.8512,               0.004555,               0.004555,               0.004555
                    168,                0.77625,                  1.712,                0.72565,                 1.0924,                0.97079,                0.90478,                0.94297,                0.87936,                0.96187,                 0.8925,                0.93132,                0.81587,                0.37635,                0.66306,                0.29684,                0.85093,               0.004522,               0.004522,               0.004522
                    169,                0.77441,                 1.7035,                0.72698,                 1.0936,                 0.9689,                0.90657,                0.94305,                0.87946,                0.96202,                0.89203,                0.93152,                0.81554,                0.37602,                0.66176,                0.29656,                 0.8507,               0.004489,               0.004489,               0.004489
                    170,                 0.7747,                 1.7136,                0.72731,                 1.0931,                0.96865,                0.90653,                0.94324,                0.87948,                0.96069,                0.89289,                0.93078,                0.81598,                 0.3759,                0.66096,                 0.2964,                0.85059,               0.004456,               0.004456,               0.004456
                    171,                0.77122,                 1.7041,                0.72457,                 1.0928,                0.96899,                0.90679,                0.94329,                0.87958,                0.96089,                 0.8939,                0.93139,                0.81652,                0.37549,                0.66126,                0.29607,                0.85039,               0.004423,               0.004423,               0.004423
                    172,                 0.7725,                 1.7034,                0.72413,                 1.0944,                0.96923,                0.90662,                0.94329,                0.87974,                0.96078,                0.89403,                0.93169,                 0.8171,                0.37548,                0.66078,                0.29632,                0.85029,                0.00439,                0.00439,                0.00439
                    173,                0.77527,                 1.7068,                0.72612,                 1.0943,                0.96934,                0.90633,                0.94327,                0.87998,                0.96114,                0.89335,                0.93171,                0.81663,                0.37518,                0.66143,                0.29597,                0.84998,               0.004357,               0.004357,               0.004357
                    174,                0.77002,                 1.7018,                0.72125,                 1.0886,                0.96949,                0.90645,                0.94331,                0.88008,                0.96134,                0.89373,                0.93189,                0.81671,                0.37499,                0.66089,                0.29566,                0.84955,               0.004324,               0.004324,               0.004324
                    175,                0.77103,                 1.7024,                0.71994,                  1.091,                0.96991,                0.90614,                0.94337,                0.87972,                0.96108,                0.89365,                0.93191,                0.81715,                0.37486,                0.66103,                0.29553,                0.84939,               0.004291,               0.004291,               0.004291
                    176,                0.77324,                 1.7102,                0.72249,                 1.0911,                0.96971,                0.90609,                0.94323,                0.87998,                0.96079,                0.89362,                0.93181,                0.81712,                0.37442,                0.66094,                0.29491,                0.84905,               0.004258,               0.004258,               0.004258
                    177,                0.77291,                 1.7127,                0.72228,                 1.0917,                0.97027,                0.90534,                0.94329,                0.88012,                0.96073,                0.89381,                0.93191,                  0.817,                 0.3742,                0.66026,                0.29455,                0.84888,               0.004225,               0.004225,               0.004225
                    178,                0.76976,                 1.7006,                0.71796,                 1.0897,                0.97063,                 0.9055,                0.94342,                0.87997,                0.96136,                0.89372,                 0.9319,                0.81676,                 0.3742,                0.65979,                0.29462,                0.84881,               0.004192,               0.004192,               0.004192
                    179,                0.76648,                 1.6916,                0.71449,                 1.0853,                0.97031,                0.90565,                0.94354,                0.88024,                 0.9623,                0.89389,                0.93275,                0.81763,                0.37379,                0.65938,                0.29416,                 0.8485,               0.004159,               0.004159,               0.004159
                    180,                 0.7729,                  1.703,                0.72133,                 1.0913,                0.97061,                0.90553,                0.94358,                0.88046,                0.96242,                0.89404,                0.93288,                0.81785,                0.37347,                0.65904,                0.29386,                0.84828,               0.004126,               0.004126,               0.004126
                    181,                0.76815,                 1.6955,                0.71628,                 1.0891,                0.97082,                0.90518,                0.94354,                0.88056,                0.96201,                0.89407,                0.93303,                0.81774,                0.37325,                0.65815,                0.29386,                0.84813,               0.004093,               0.004093,               0.004093
                    182,                 0.7653,                 1.6943,                0.71221,                 1.0866,                0.97111,                0.90515,                 0.9436,                0.88065,                0.96235,                0.89367,                0.93286,                0.81781,                 0.3732,                0.65824,                0.29362,                0.84805,                0.00406,                0.00406,                0.00406
                    183,                0.76623,                 1.6856,                0.71378,                 1.0852,                0.97044,                0.90577,                0.94357,                0.88065,                0.96207,                0.89408,                0.93246,                0.81748,                0.37335,                0.65825,                0.29377,                0.84797,               0.004027,               0.004027,               0.004027
                    184,                0.76721,                 1.6951,                0.71581,                 1.0857,                0.97047,                0.90583,                0.94357,                0.88049,                0.96197,                0.89356,                0.93239,                0.81809,                0.37321,                 0.6575,                0.29337,                0.84774,               0.003994,               0.003994,               0.003994
                    185,                0.76802,                 1.6904,                0.71318,                 1.0875,                0.97076,                0.90559,                0.94364,                0.88071,                 0.9622,                0.89328,                0.93239,                0.81829,                0.37277,                0.65735,                0.29303,                0.84751,               0.003961,               0.003961,               0.003961
                    186,                0.76658,                 1.6917,                 0.7121,                 1.0872,                0.96978,                0.90658,                0.94366,                0.88059,                0.96241,                0.89362,                0.93259,                0.81804,                0.37272,                  0.657,                0.29284,                 0.8473,               0.003928,               0.003928,               0.003928
                    187,                0.76903,                 1.7017,                0.71626,                 1.0864,                0.97028,                0.90646,                0.94367,                0.88078,                0.96188,                0.89406,                0.93318,                0.81865,                0.37233,                0.65687,                0.29266,                0.84714,               0.003895,               0.003895,               0.003895
                    188,                 0.7676,                 1.6945,                 0.7096,                 1.0834,                0.97121,                0.90527,                 0.9437,                0.88077,                0.96173,                0.89415,                0.93275,                0.81802,                0.37219,                0.65651,                0.29231,                0.84703,               0.003862,               0.003862,               0.003862
                    189,                0.76748,                  1.698,                0.71405,                 1.0856,                0.97068,                0.90591,                0.94358,                0.88096,                0.96187,                0.89422,                 0.9327,                0.81797,                0.37175,                0.65606,                0.29219,                0.84667,               0.003829,               0.003829,               0.003829
                    190,                0.76393,                 1.6884,                0.70872,                 1.0868,                0.97017,                0.90638,                0.94361,                0.88085,                0.96153,                0.89394,                 0.9325,                0.81775,                0.37165,                0.65588,                0.29218,                 0.8466,               0.003796,               0.003796,               0.003796
                    191,                0.76416,                 1.6831,                0.70649,                 1.0821,                0.97018,                0.90614,                0.94376,                0.88107,                0.96127,                0.89404,                0.93239,                0.81722,                0.37179,                 0.6556,                0.29207,                0.84639,               0.003763,               0.003763,               0.003763
                    192,                0.76606,                 1.6854,                 0.7092,                 1.0859,                0.97008,                0.90631,                0.94374,                0.88121,                0.96087,                0.89441,                0.93277,                0.81745,                0.37171,                0.65571,                0.29184,                0.84632,                0.00373,                0.00373,                0.00373
                    193,                0.76415,                 1.6872,                0.70633,                 1.0811,                0.96993,                0.90682,                0.94369,                0.88102,                0.96099,                0.89395,                0.93252,                0.81742,                0.37156,                 0.6552,                0.29168,                0.84608,               0.003697,               0.003697,               0.003697
                    194,                0.76327,                 1.6857,                0.70836,                 1.0828,                0.97004,                0.90687,                0.94366,                0.88112,                0.96062,                0.89412,                0.93285,                  0.817,                0.37155,                0.65473,                0.29153,                0.84587,               0.003664,               0.003664,               0.003664
                    195,                0.76158,                 1.6815,                0.70469,                 1.0811,                0.96988,                0.90743,                0.94367,                0.88115,                0.96022,                0.89451,                0.93269,                0.81673,                0.37145,                0.65496,                 0.2914,                0.84565,               0.003631,               0.003631,               0.003631
                    196,                0.76325,                 1.6908,                0.70724,                 1.0822,                0.96938,                0.90787,                0.94377,                0.88121,                0.95987,                0.89466,                0.93234,                0.81674,                0.37135,                0.65462,                0.29146,                0.84548,               0.003598,               0.003598,               0.003598
                    197,                0.76119,                 1.6785,                0.70042,                 1.0795,                0.96944,                0.90834,                0.94381,                0.88117,                0.95984,                0.89449,                0.93233,                0.81635,                0.37141,                 0.6551,                0.29112,                 0.8453,               0.003565,               0.003565,               0.003565
                    198,                0.76267,                 1.6815,                0.70304,                 1.0796,                0.96935,                 0.9083,                0.94385,                0.88121,                0.95978,                0.89467,                 0.9324,                 0.8169,                 0.3713,                 0.6547,                  0.291,                0.84507,               0.003532,               0.003532,               0.003532
                    199,                0.76329,                  1.685,                0.70286,                 1.0828,                0.96972,                0.90806,                0.94386,                0.88112,                0.96028,                0.89458,                 0.9323,                0.81701,                0.37116,                0.65441,                0.29076,                0.84492,               0.003499,               0.003499,               0.003499
                    200,                0.76109,                 1.6822,                0.70413,                 1.0801,                0.96964,                 0.9084,                0.94391,                 0.8812,                0.96014,                0.89451,                0.93239,                 0.8168,                0.37093,                0.65409,                0.29061,                 0.8447,               0.003466,               0.003466,               0.003466
                    201,                0.76276,                 1.6801,                0.70359,                 1.0792,                0.96946,                0.90851,                0.94397,                0.88135,                0.95997,                0.89472,                0.93235,                0.81704,                0.37065,                0.65344,                0.29038,                0.84447,               0.003433,               0.003433,               0.003433
                    202,                0.76063,                 1.6745,                0.70018,                 1.0783,                0.96951,                0.90874,                0.94394,                0.88124,                0.96022,                 0.8948,                0.93235,                 0.8172,                0.37068,                 0.6541,                0.29036,                0.84436,                 0.0034,                 0.0034,                 0.0034
                    203,                0.76098,                 1.6736,                0.69851,                 1.0793,                0.96867,                0.91028,                0.94396,                0.88112,                 0.9595,                0.89533,                0.93247,                 0.8174,                0.37061,                0.65349,                 0.2901,                0.84423,               0.003367,               0.003367,               0.003367
                    204,                0.75997,                 1.6752,                 0.6987,                 1.0793,                0.96851,                0.91007,                0.94398,                0.88103,                0.95951,                0.89529,                0.93237,                0.81677,                0.37051,                0.65358,                 0.2901,                 0.8442,               0.003334,               0.003334,               0.003334
                    205,                0.75953,                 1.6763,                0.69993,                 1.0825,                0.96803,                0.91016,                0.94398,                0.88131,                0.95908,                0.89552,                0.93242,                0.81706,                0.37019,                0.65307,                0.29003,                0.84414,               0.003301,               0.003301,               0.003301
                    206,                0.75711,                 1.6706,                0.69757,                 1.0773,                0.96857,                0.91003,                0.94401,                0.88123,                0.95844,                0.89604,                0.93261,                 0.8177,                0.36981,                0.65357,                0.28967,                 0.8439,               0.003268,               0.003268,               0.003268
                    207,                0.75745,                 1.6711,                0.69936,                 1.0791,                0.96858,                0.90989,                  0.944,                0.88119,                  0.959,                 0.8961,                0.93266,                0.81785,                0.37007,                0.65373,                0.28989,                0.84367,               0.003235,               0.003235,               0.003235
                    208,                0.75711,                 1.6666,                0.69327,                 1.0742,                  0.969,                0.90997,                0.94398,                 0.8811,                0.95863,                0.89618,                0.93267,                0.81766,                   0.37,                  0.653,                0.28956,                0.84347,               0.003202,               0.003202,               0.003202
                    209,                0.75769,                 1.6718,                0.69397,                 1.0748,                0.96905,                0.90988,                0.94389,                0.88123,                 0.9581,                0.89644,                0.93292,                0.81773,                0.36992,                0.65286,                0.28927,                0.84329,               0.003169,               0.003169,               0.003169
                    210,                0.75934,                 1.6758,                0.69942,                 1.0777,                0.96894,                0.91021,                0.94388,                0.88119,                 0.9581,                0.89662,                0.93289,                0.81844,                0.36982,                0.65274,                0.28921,                0.84308,               0.003136,               0.003136,               0.003136
                    211,                0.75887,                 1.6747,                0.69607,                 1.0752,                 0.9688,                 0.9102,                  0.944,                0.88124,                0.95821,                0.89658,                0.93286,                0.81849,                 0.3696,                0.65245,                0.28916,                 0.8429,               0.003103,               0.003103,               0.003103
                    212,                0.75489,                 1.6628,                 0.6921,                 1.0725,                0.96875,                0.91038,                0.94392,                0.88114,                0.95845,                0.89735,                0.93326,                0.81879,                0.36922,                0.65238,                0.28898,                 0.8426,                0.00307,                0.00307,                0.00307
                    213,                0.75543,                 1.6667,                0.69386,                 1.0754,                0.96842,                0.91024,                0.94389,                0.88153,                0.95809,                0.89708,                0.93279,                0.81906,                0.36916,                0.65179,                0.28898,                0.84249,               0.003037,               0.003037,               0.003037
                    214,                0.75631,                 1.6691,                0.69351,                 1.0768,                0.96906,                0.91024,                0.94417,                0.88157,                0.95854,                0.89718,                0.93326,                0.81948,                  0.369,                0.65189,                0.28887,                0.84247,               0.003004,               0.003004,               0.003004
                    215,                0.75456,                 1.6644,                0.68981,                 1.0734,                0.96889,                0.90999,                0.94403,                0.88176,                0.95832,                0.89743,                0.93314,                 0.8199,                0.36914,                0.65179,                0.28901,                0.84247,               0.002971,               0.002971,               0.002971
                    216,                0.75411,                 1.6616,                0.69052,                 1.0732,                0.96903,                0.90993,                0.94404,                0.88181,                0.95811,                 0.8973,                0.93331,                0.81952,                0.36918,                0.65149,                0.28871,                0.84232,               0.002938,               0.002938,               0.002938
                    217,                 0.7537,                 1.6576,                0.68456,                 1.0742,                0.96879,                0.90989,                0.94418,                0.88192,                0.95796,                0.89724,                0.93322,                0.81976,                0.36921,                0.65136,                0.28851,                0.84229,               0.002905,               0.002905,               0.002905
                    218,                 0.7555,                 1.6681,                0.69211,                 1.0766,                0.96866,                0.90988,                0.94419,                0.88183,                0.95886,                 0.8965,                0.93401,                0.82032,                0.36941,                0.65173,                0.28825,                0.84221,               0.002872,               0.002872,               0.002872
                    219,                0.75199,                 1.6572,                0.68678,                 1.0745,                0.96864,                0.90969,                0.94427,                0.88193,                   0.96,                0.89554,                0.93357,                0.82011,                0.36931,                0.65144,                0.28829,                0.84213,               0.002839,               0.002839,               0.002839
                    220,                0.75199,                  1.661,                0.68753,                 1.0746,                0.96892,                0.90929,                0.94425,                0.88185,                0.96028,                0.89487,                0.93318,                0.81905,                 0.3693,                0.65123,                0.28838,                0.84197,               0.002806,               0.002806,               0.002806
